id,test_id,model,run_number,ab_order,choice,prompt_tokens,completion_tokens,timestamp,raw_response
1057,REC-03,gpt-4o,8,swapped,A,195,6,2026-05-22 17:30:38,
1058,COPY-11,llama-3.3-70b,14,original,A,218,7,2026-05-22 17:30:39,
1059,COPY-04,llama-3.3-70b,24,swapped,B,211,7,2026-05-22 17:30:39,
1060,REC-03,gpt-4o,9,original,A,195,6,2026-05-22 17:30:39,
1061,REC-03,gpt-4o,9,swapped,A,195,6,2026-05-22 17:30:39,
1062,REC-03,gpt-4o,10,original,A,195,6,2026-05-22 17:30:40,
1063,REC-03,gpt-4o,10,swapped,A,195,6,2026-05-22 17:30:40,
1064,COPY-04,llama-3.3-70b,25,original,B,211,7,2026-05-22 17:30:41,
1065,REC-03,gpt-4o,11,original,A,195,6,2026-05-22 17:30:41,
1066,COPY-11,llama-3.3-70b,14,swapped,B,218,7,2026-05-22 17:30:41,
1067,REC-03,gpt-4o,11,swapped,A,195,6,2026-05-22 17:30:42,
1068,REC-03,gpt-4o,12,original,A,195,6,2026-05-22 17:30:42,
1069,COPY-11,llama-3.3-70b,15,original,A,218,7,2026-05-22 17:30:43,
1070,REC-03,gpt-4o,12,swapped,A,195,6,2026-05-22 17:30:43,
1071,COPY-04,llama-3.3-70b,25,swapped,B,211,7,2026-05-22 17:30:43,
1072,REC-03,gpt-4o,13,original,B,195,6,2026-05-22 17:30:44,
1073,REC-03,gpt-4o,13,swapped,A,195,6,2026-05-22 17:30:44,
1074,COPY-11,llama-3.3-70b,15,swapped,B,218,7,2026-05-22 17:30:44,
1075,COPY-11,llama-3.3-70b,16,original,A,218,7,2026-05-22 17:30:45,
1076,REC-03,gpt-4o,14,swapped,A,195,6,2026-05-22 17:30:45,
1077,REC-03,gpt-4o,14,original,A,195,6,2026-05-22 17:30:46,
1078,COPY-11,llama-3.3-70b,16,swapped,A,218,7,2026-05-22 17:30:46,
1079,REC-03,gpt-4o,15,original,A,195,6,2026-05-22 17:30:46,
1080,COPY-11,llama-3.3-70b,17,original,A,218,7,2026-05-22 17:30:47,
1081,REC-03,gpt-4o,15,swapped,A,195,6,2026-05-22 17:30:47,
1082,COPY-11,llama-3.3-70b,17,swapped,B,218,7,2026-05-22 17:30:48,
1083,REC-03,gpt-4o,16,swapped,A,195,6,2026-05-22 17:30:48,
1084,REC-03,gpt-4o,16,original,A,195,6,2026-05-22 17:30:48,
1085,COPY-11,llama-3.3-70b,18,original,A,218,7,2026-05-22 17:30:49,
1086,REC-03,gpt-4o,17,original,A,195,6,2026-05-22 17:30:49,
1087,REC-03,gpt-4o,17,swapped,A,195,6,2026-05-22 17:30:49,
1088,COPY-11,llama-3.3-70b,18,swapped,A,218,7,2026-05-22 17:30:50,
1089,REC-03,gpt-4o,18,original,A,195,6,2026-05-22 17:30:50,
1090,REC-03,gpt-4o,18,swapped,A,195,6,2026-05-22 17:30:51,
1091,COPY-11,llama-3.3-70b,19,original,A,218,7,2026-05-22 17:30:51,
1092,COPY-11,llama-3.3-70b,19,swapped,A,218,7,2026-05-22 17:30:51,
1093,REC-03,gpt-4o,19,original,A,195,6,2026-05-22 17:30:52,
1094,REC-03,gpt-4o,19,swapped,A,195,6,2026-05-22 17:30:52,
1095,COPY-11,llama-3.3-70b,20,original,A,218,7,2026-05-22 17:30:53,
1096,REC-03,gpt-4o,20,original,A,195,6,2026-05-22 17:30:53,
1097,REC-03,gpt-4o,20,swapped,A,195,6,2026-05-22 17:30:53,
1098,COPY-11,llama-3.3-70b,20,swapped,A,218,7,2026-05-22 17:30:54,
1099,REC-03,gpt-4o,21,original,A,195,6,2026-05-22 17:30:54,
1100,REC-03,gpt-4o,21,swapped,A,195,6,2026-05-22 17:30:54,
1101,COPY-11,llama-3.3-70b,21,swapped,A,218,7,2026-05-22 17:30:55,
1102,REC-03,gpt-4o,22,original,A,195,6,2026-05-22 17:30:55,
1103,REC-03,gpt-4o,22,swapped,A,195,6,2026-05-22 17:30:55,
1104,COPY-11,llama-3.3-70b,21,original,A,218,7,2026-05-22 17:30:56,
1105,REC-03,gpt-4o,23,original,A,195,6,2026-05-22 17:30:56,
1106,REC-03,gpt-4o,23,swapped,A,195,6,2026-05-22 17:30:57,
1107,COPY-11,llama-3.3-70b,22,original,A,218,7,2026-05-22 17:30:57,
1108,REC-03,gpt-4o,24,original,A,195,6,2026-05-22 17:30:58,
1109,REC-03,gpt-4o,24,swapped,A,195,6,2026-05-22 17:30:58,
1110,COPY-11,llama-3.3-70b,22,swapped,B,218,7,2026-05-22 17:30:58,
1111,REC-03,gpt-4o,25,swapped,A,195,6,2026-05-22 17:30:59,
1112,REC-03,gpt-4o,25,original,A,195,6,2026-05-22 17:30:59,
1113,COPY-11,llama-3.3-70b,23,original,A,218,7,2026-05-22 17:30:59,
1114,COPY-11,llama-3.3-70b,23,swapped,B,218,7,2026-05-22 17:31:00,
1115,REC-04,gpt-4o,1,original,A,190,6,2026-05-22 17:31:00,
1116,REC-04,gpt-4o,1,swapped,A,190,6,2026-05-22 17:31:00,
1117,COPY-11,llama-3.3-70b,24,original,A,218,7,2026-05-22 17:31:01,
1118,REC-04,gpt-4o,2,swapped,A,190,6,2026-05-22 17:31:01,
1119,REC-04,gpt-4o,2,original,A,190,6,2026-05-22 17:31:01,
1120,COPY-11,llama-3.3-70b,24,swapped,B,218,7,2026-05-22 17:31:02,
1121,REC-04,gpt-4o,3,swapped,A,190,6,2026-05-22 17:31:03,
1122,REC-04,gpt-4o,3,original,A,190,6,2026-05-22 17:31:03,
1123,COPY-11,llama-3.3-70b,25,original,A,218,7,2026-05-22 17:31:03,
1124,COPY-11,llama-3.3-70b,25,swapped,A,218,7,2026-05-22 17:31:04,
1125,REC-04,gpt-4o,4,swapped,A,190,6,2026-05-22 17:31:04,
1126,REC-04,gpt-4o,4,original,A,190,6,2026-05-22 17:31:04,
1127,UI-01,llama-3.3-70b,1,original,B,253,7,2026-05-22 17:31:05,
1128,REC-04,gpt-4o,5,original,A,190,6,2026-05-22 17:31:05,
1129,REC-04,gpt-4o,5,swapped,A,190,6,2026-05-22 17:31:05,
1130,UI-01,llama-3.3-70b,1,swapped,B,253,7,2026-05-22 17:31:06,
1131,REC-04,gpt-4o,6,swapped,A,190,6,2026-05-22 17:31:07,
1132,REC-04,gpt-4o,6,original,A,190,6,2026-05-22 17:31:07,
1133,UI-01,llama-3.3-70b,2,original,B,253,7,2026-05-22 17:31:07,
1134,UI-01,llama-3.3-70b,2,swapped,B,253,7,2026-05-22 17:31:08,
1135,REC-04,gpt-4o,7,swapped,A,190,6,2026-05-22 17:31:08,
1136,REC-04,gpt-4o,7,original,A,190,6,2026-05-22 17:31:08,
1137,REC-04,gpt-4o,8,swapped,A,190,6,2026-05-22 17:31:09,
1138,REC-04,gpt-4o,8,original,A,190,6,2026-05-22 17:31:09,
1139,UI-01,llama-3.3-70b,3,swapped,B,253,7,2026-05-22 17:31:10,
1140,UI-01,llama-3.3-70b,3,original,B,253,7,2026-05-22 17:31:10,
1141,REC-04,gpt-4o,9,original,A,190,6,2026-05-22 17:31:10,
1142,REC-04,gpt-4o,9,swapped,A,190,6,2026-05-22 17:31:10,
1143,UI-01,llama-3.3-70b,4,original,B,253,7,2026-05-22 17:31:11,
1144,REC-04,gpt-4o,10,swapped,A,190,6,2026-05-22 17:31:11,
1145,UI-01,llama-3.3-70b,4,swapped,B,253,7,2026-05-22 17:31:12,
1146,REC-04,gpt-4o,10,original,A,190,6,2026-05-22 17:31:12,
1147,REC-04,gpt-4o,11,original,A,190,6,2026-05-22 17:31:13,
1148,UI-01,llama-3.3-70b,5,original,B,253,7,2026-05-22 17:31:13,
1149,REC-04,gpt-4o,11,swapped,A,190,6,2026-05-22 17:31:13,
1150,REC-04,gpt-4o,12,original,A,190,6,2026-05-22 17:31:14,
1151,UI-01,llama-3.3-70b,5,swapped,B,253,7,2026-05-22 17:31:14,
1152,REC-04,gpt-4o,12,swapped,A,190,6,2026-05-22 17:31:15,
1153,REC-04,gpt-4o,13,original,A,190,6,2026-05-22 17:31:15,
1154,UI-01,llama-3.3-70b,6,swapped,B,253,7,2026-05-22 17:31:16,
1155,REC-04,gpt-4o,13,swapped,A,190,6,2026-05-22 17:31:16,
1156,REC-04,gpt-4o,14,original,A,190,6,2026-05-22 17:31:16,
1157,UI-01,llama-3.3-70b,6,original,B,253,7,2026-05-22 17:31:16,
1158,REC-04,gpt-4o,14,swapped,A,190,6,2026-05-22 17:31:17,
1159,REC-04,gpt-4o,15,original,A,190,6,2026-05-22 17:31:18,
1160,UI-01,llama-3.3-70b,7,original,B,253,7,2026-05-22 17:31:18,
1161,REC-04,gpt-4o,15,swapped,A,190,6,2026-05-22 17:31:19,
1162,REC-04,gpt-4o,16,original,A,190,6,2026-05-22 17:31:19,
1163,UI-01,llama-3.3-70b,8,original,B,253,7,2026-05-22 17:31:19,
1164,UI-01,llama-3.3-70b,7,swapped,B,253,7,2026-05-22 17:31:19,
1165,REC-04,gpt-4o,16,swapped,A,190,6,2026-05-22 17:31:20,
1166,REC-04,gpt-4o,17,original,A,190,6,2026-05-22 17:31:20,
1167,REC-04,gpt-4o,17,swapped,A,190,6,2026-05-22 17:31:21,
1168,UI-01,llama-3.3-70b,8,swapped,B,253,7,2026-05-22 17:31:21,
1169,REC-04,gpt-4o,18,original,A,190,6,2026-05-22 17:31:21,
1170,UI-01,llama-3.3-70b,9,original,B,253,7,2026-05-22 17:31:22,
1171,REC-04,gpt-4o,18,swapped,A,190,6,2026-05-22 17:31:22,
1172,REC-04,gpt-4o,19,original,A,190,6,2026-05-22 17:31:23,
1173,UI-01,llama-3.3-70b,9,swapped,B,253,7,2026-05-22 17:31:23,
1174,REC-04,gpt-4o,19,swapped,A,190,6,2026-05-22 17:31:23,
1175,UI-01,llama-3.3-70b,10,original,B,253,7,2026-05-22 17:31:23,
1176,REC-04,gpt-4o,20,original,A,190,6,2026-05-22 17:31:24,
1177,REC-04,gpt-4o,20,swapped,A,190,6,2026-05-22 17:31:24,
1178,UI-01,llama-3.3-70b,10,swapped,B,253,7,2026-05-22 17:31:25,
1179,UI-01,llama-3.3-70b,11,original,B,253,7,2026-05-22 17:31:26,
1180,UI-03,gpt-4o,1,original,B,192,6,2026-05-22 17:31:27,
1181,UI-01,llama-3.3-70b,12,original,B,253,7,2026-05-22 17:31:27,
1182,UI-01,llama-3.3-70b,11,swapped,B,253,7,2026-05-22 17:31:27,
1183,REC-04,gpt-4o,21,original,A,190,6,2026-05-22 17:31:28,
1184,UI-03,gpt-4o,1,swapped,A,192,6,2026-05-22 17:31:28,
1185,REC-04,gpt-4o,21,swapped,A,190,6,2026-05-22 17:31:29,
1186,UI-01,llama-3.3-70b,12,swapped,B,253,7,2026-05-22 17:31:29,
1187,UI-03,gpt-4o,2,original,B,192,6,2026-05-22 17:31:30,
1188,UI-01,llama-3.3-70b,13,original,B,253,7,2026-05-22 17:31:30,
1189,REC-04,gpt-4o,22,original,A,190,6,2026-05-22 17:31:30,
1190,UI-03,gpt-4o,2,swapped,A,192,6,2026-05-22 17:31:31,
1191,REC-04,gpt-4o,22,swapped,A,190,6,2026-05-22 17:31:31,
1192,UI-01,llama-3.3-70b,13,swapped,B,253,7,2026-05-22 17:31:31,
1193,UI-01,llama-3.3-70b,14,original,B,253,7,2026-05-22 17:31:32,
1194,UI-03,gpt-4o,3,original,B,192,6,2026-05-22 17:31:32,
1195,REC-04,gpt-4o,23,original,A,190,6,2026-05-22 17:31:33,
1196,UI-01,llama-3.3-70b,14,swapped,B,253,7,2026-05-22 17:31:33,
1197,UI-03,gpt-4o,3,swapped,A,192,6,2026-05-22 17:31:33,
1198,REC-04,gpt-4o,23,swapped,A,190,6,2026-05-22 17:31:34,
1199,UI-01,llama-3.3-70b,15,original,B,253,7,2026-05-22 17:31:34,
1200,UI-03,gpt-4o,4,original,A,192,6,2026-05-22 17:31:35,
1201,REC-04,gpt-4o,24,original,A,190,6,2026-05-22 17:31:35,
1202,UI-01,llama-3.3-70b,15,swapped,B,253,7,2026-05-22 17:31:35,
1203,UI-01,llama-3.3-70b,16,original,B,253,7,2026-05-22 17:31:36,
1204,UI-03,gpt-4o,4,swapped,A,192,6,2026-05-22 17:31:36,
1205,REC-04,gpt-4o,24,swapped,A,190,6,2026-05-22 17:31:36,
1206,COPY-05,llama-3.3-70b,1,original,B,218,7,2026-05-22 17:31:37,
1207,UI-03,gpt-4o,5,original,B,192,6,2026-05-22 17:31:37,
1208,REC-04,gpt-4o,25,original,A,190,6,2026-05-22 17:31:37,
1209,UI-01,llama-3.3-70b,16,swapped,B,253,7,2026-05-22 17:31:38,
1210,REC-04,gpt-4o,25,swapped,A,190,6,2026-05-22 17:31:39,
1211,UI-03,gpt-4o,5,swapped,A,192,6,2026-05-22 17:31:39,
1212,COPY-05,llama-3.3-70b,1,swapped,B,218,7,2026-05-22 17:31:39,
1213,UI-01,llama-3.3-70b,17,original,B,253,7,2026-05-22 17:31:40,
1214,UI-03,gpt-4o,6,original,B,192,6,2026-05-22 17:31:40,
1215,UI-03,gpt-4o,6,swapped,A,192,6,2026-05-22 17:31:40,
1216,UI-03,gpt-4o,7,original,B,192,6,2026-05-22 17:31:41,
1217,UI-01,llama-3.3-70b,17,swapped,B,253,7,2026-05-22 17:31:41,
1218,UI-03,gpt-4o,7,swapped,A,192,6,2026-05-22 17:31:42,
1219,COPY-05,llama-3.3-70b,2,original,B,218,7,2026-05-22 17:31:42,
1220,UI-03,gpt-4o,8,original,A,192,6,2026-05-22 17:31:43,
1221,UI-03,gpt-4o,8,swapped,A,192,6,2026-05-22 17:31:43,
1222,COPY-05,llama-3.3-70b,2,swapped,B,218,7,2026-05-22 17:31:43,
1223,UI-01,llama-3.3-70b,18,original,B,253,7,2026-05-22 17:31:44,
1224,UI-03,gpt-4o,9,original,B,192,6,2026-05-22 17:31:44,
1225,UI-03,gpt-4o,9,swapped,A,192,6,2026-05-22 17:31:44,
1226,COPY-05,llama-3.3-70b,3,original,B,218,7,2026-05-22 17:31:45,
1227,UI-03,gpt-4o,10,original,B,192,6,2026-05-22 17:31:45,
1228,UI-03,gpt-4o,10,swapped,A,192,6,2026-05-22 17:31:45,
1229,UI-01,llama-3.3-70b,18,swapped,B,253,7,2026-05-22 17:31:46,
1230,COPY-05,llama-3.3-70b,3,swapped,B,218,7,2026-05-22 17:31:46,
1231,UI-03,gpt-4o,11,original,B,192,6,2026-05-22 17:31:46,
1232,UI-03,gpt-4o,11,swapped,A,192,6,2026-05-22 17:31:47,
1233,UI-03,gpt-4o,12,swapped,B,192,6,2026-05-22 17:31:48,
1234,UI-03,gpt-4o,12,original,B,192,6,2026-05-22 17:31:48,
1235,COPY-05,llama-3.3-70b,4,original,B,218,7,2026-05-22 17:31:48,
1236,UI-03,gpt-4o,13,swapped,A,192,6,2026-05-22 17:31:49,
1237,COPY-05,llama-3.3-70b,4,swapped,B,218,7,2026-05-22 17:31:49,
1238,UI-03,gpt-4o,13,original,B,192,6,2026-05-22 17:31:49,
1239,COPY-05,llama-3.3-70b,5,original,B,218,7,2026-05-22 17:31:50,
1240,UI-03,gpt-4o,14,original,A,192,6,2026-05-22 17:31:50,
1241,UI-03,gpt-4o,14,swapped,A,192,6,2026-05-22 17:31:51,
1242,COPY-05,llama-3.3-70b,5,swapped,B,218,7,2026-05-22 17:31:51,
1243,UI-03,gpt-4o,15,original,B,192,6,2026-05-22 17:31:52,
1244,COPY-05,llama-3.3-70b,6,original,B,218,7,2026-05-22 17:31:52,
1245,UI-03,gpt-4o,15,swapped,A,192,6,2026-05-22 17:31:52,
1246,COPY-05,llama-3.3-70b,6,swapped,B,218,7,2026-05-22 17:31:53,
1247,UI-03,gpt-4o,16,swapped,A,192,6,2026-05-22 17:31:53,
1248,UI-03,gpt-4o,16,original,B,192,6,2026-05-22 17:31:53,
1249,COPY-05,llama-3.3-70b,7,original,B,218,7,2026-05-22 17:31:54,
1250,UI-03,gpt-4o,17,original,B,192,6,2026-05-22 17:31:54,
1251,UI-03,gpt-4o,17,swapped,A,192,6,2026-05-22 17:31:54,
1252,COPY-05,llama-3.3-70b,7,swapped,B,218,7,2026-05-22 17:31:55,
1253,COPY-05,llama-3.3-70b,8,original,B,218,7,2026-05-22 17:31:56,
1254,UI-03,gpt-4o,18,original,B,192,6,2026-05-22 17:31:56,
1255,COPY-05,llama-3.3-70b,8,swapped,B,218,7,2026-05-22 17:31:56,
1256,COPY-05,llama-3.3-70b,9,original,B,218,7,2026-05-22 17:31:57,
1257,UI-03,gpt-4o,18,swapped,A,192,6,2026-05-22 17:31:57,
1258,COPY-05,llama-3.3-70b,9,swapped,B,218,7,2026-05-22 17:31:58,
1259,UI-03,gpt-4o,19,swapped,B,192,6,2026-05-22 17:31:59,
1260,COPY-05,llama-3.3-70b,10,original,B,218,7,2026-05-22 17:31:59,
1261,COPY-05,llama-3.3-70b,10,swapped,B,218,7,2026-05-22 17:32:00,
1262,UI-03,gpt-4o,20,original,B,192,6,2026-05-22 17:32:00,
1263,COPY-05,llama-3.3-70b,11,original,B,218,7,2026-05-22 17:32:02,
1264,UI-03,gpt-4o,20,swapped,A,192,6,2026-05-22 17:32:02,
1265,UI-03,gpt-4o,19,original,B,192,6,2026-05-22 17:32:02,
1266,REC-01,llama-3.3-70b,1,original,A,206,7,2026-05-22 17:32:02,
1267,UI-03,gpt-4o,21,original,B,192,6,2026-05-22 17:32:03,
1268,UI-03,gpt-4o,21,swapped,A,192,6,2026-05-22 17:32:03,
1269,COPY-05,llama-3.3-70b,11,swapped,B,218,7,2026-05-22 17:32:03,
1270,REC-01,llama-3.3-70b,1,swapped,A,206,7,2026-05-22 17:32:04,
1271,UI-03,gpt-4o,22,original,B,192,6,2026-05-22 17:32:04,
1272,UI-03,gpt-4o,22,swapped,A,192,6,2026-05-22 17:32:04,
1273,COPY-05,llama-3.3-70b,12,original,B,218,7,2026-05-22 17:32:05,
1274,UI-03,gpt-4o,23,original,B,192,6,2026-05-22 17:32:05,
1275,REC-01,llama-3.3-70b,2,original,A,206,7,2026-05-22 17:32:06,
1276,UI-03,gpt-4o,23,swapped,A,192,6,2026-05-22 17:32:06,
1277,UI-03,gpt-4o,24,original,B,192,6,2026-05-22 17:32:07,
1278,COPY-05,llama-3.3-70b,12,swapped,B,218,7,2026-05-22 17:32:07,
1279,UI-03,gpt-4o,24,swapped,A,192,6,2026-05-22 17:32:07,
1280,UI-03,gpt-4o,25,original,B,192,6,2026-05-22 17:32:08,
1281,REC-01,llama-3.3-70b,2,swapped,A,206,7,2026-05-22 17:32:08,
1282,UI-03,gpt-4o,25,swapped,A,192,6,2026-05-22 17:32:09,
1283,REC-06,gpt-4o,1,original,B,194,6,2026-05-22 17:32:09,"{""choice"": ""B""}"
1284,COPY-05,llama-3.3-70b,13,original,B,218,7,2026-05-22 17:32:09,
1285,REC-06,gpt-4o,1,swapped,A,194,6,2026-05-22 17:32:10,"{""choice"": ""B""}"
1286,REC-06,gpt-4o,2,original,A,194,6,2026-05-22 17:32:10,"{""choice"": ""A""}"
1287,REC-01,llama-3.3-70b,3,original,A,206,7,2026-05-22 17:32:10,
1288,COPY-05,llama-3.3-70b,13,swapped,B,218,7,2026-05-22 17:32:11,
1289,REC-06,gpt-4o,3,original,B,194,6,2026-05-22 17:32:11,
1290,REC-01,llama-3.3-70b,3,swapped,A,206,7,2026-05-22 17:32:12,
1291,REC-06,gpt-4o,3,swapped,A,194,6,2026-05-22 17:32:13,
1292,COPY-05,llama-3.3-70b,14,original,B,218,7,2026-05-22 17:32:13,
1293,REC-06,gpt-4o,2,swapped,A,194,6,2026-05-22 17:32:13,
1294,REC-06,gpt-4o,4,original,B,194,6,2026-05-22 17:32:14,
1295,REC-01,llama-3.3-70b,4,original,A,206,7,2026-05-22 17:32:14,
1296,COPY-05,llama-3.3-70b,14,swapped,B,218,7,2026-05-22 17:32:15,
1297,REC-06,gpt-4o,4,swapped,A,194,6,2026-05-22 17:32:15,
1298,REC-06,gpt-4o,5,original,B,194,6,2026-05-22 17:32:15,
1299,REC-01,llama-3.3-70b,4,swapped,A,206,7,2026-05-22 17:32:16,
1300,COPY-05,llama-3.3-70b,15,original,B,218,7,2026-05-22 17:32:16,
1301,REC-06,gpt-4o,6,original,B,194,6,2026-05-22 17:32:16,
1302,REC-06,gpt-4o,5,swapped,A,194,6,2026-05-22 17:32:16,
1303,REC-06,gpt-4o,6,swapped,B,194,6,2026-05-22 17:32:17,
1304,REC-06,gpt-4o,7,original,B,194,6,2026-05-22 17:32:18,
1305,COPY-05,llama-3.3-70b,15,swapped,B,218,7,2026-05-22 17:32:18,
1306,REC-01,llama-3.3-70b,5,original,A,206,7,2026-05-22 17:32:19,
1307,REC-06,gpt-4o,7,swapped,A,194,6,2026-05-22 17:32:19,
1308,REC-06,gpt-4o,8,original,B,194,6,2026-05-22 17:32:19,
1309,REC-06,gpt-4o,8,swapped,B,194,6,2026-05-22 17:32:20,
1310,REC-01,llama-3.3-70b,5,swapped,A,206,7,2026-05-22 17:32:20,
1311,COPY-05,llama-3.3-70b,16,original,B,218,7,2026-05-22 17:32:20,
1312,REC-06,gpt-4o,9,original,B,194,6,2026-05-22 17:32:20,
1313,REC-06,gpt-4o,9,swapped,B,194,6,2026-05-22 17:32:21,
1314,REC-06,gpt-4o,10,original,B,194,6,2026-05-22 17:32:22,
1315,REC-06,gpt-4o,10,swapped,A,194,6,2026-05-22 17:32:22,
1316,COPY-05,llama-3.3-70b,16,swapped,B,218,7,2026-05-22 17:32:22,
1317,REC-01,llama-3.3-70b,6,original,A,206,7,2026-05-22 17:32:23,
1318,REC-06,gpt-4o,11,original,B,194,6,2026-05-22 17:32:23,
1319,REC-06,gpt-4o,11,swapped,B,194,6,2026-05-22 17:32:23,
1320,REC-01,llama-3.3-70b,6,swapped,A,206,7,2026-05-22 17:32:24,
1321,COPY-05,llama-3.3-70b,17,original,B,218,7,2026-05-22 17:32:24,
1322,REC-06,gpt-4o,12,swapped,B,194,6,2026-05-22 17:32:25,
1323,REC-06,gpt-4o,13,original,B,194,6,2026-05-22 17:32:26,
1324,COPY-05,llama-3.3-70b,17,swapped,B,218,7,2026-05-22 17:32:26,
1325,REC-01,llama-3.3-70b,7,original,A,206,7,2026-05-22 17:32:26,
1326,COPY-05,llama-3.3-70b,18,original,B,218,7,2026-05-22 17:32:28,
1327,REC-01,llama-3.3-70b,7,swapped,A,206,7,2026-05-22 17:32:28,
1328,REC-01,llama-3.3-70b,8,original,A,206,7,2026-05-22 17:32:30,
1329,COPY-05,llama-3.3-70b,18,swapped,B,218,7,2026-05-22 17:32:30,
1330,REC-06,gpt-4o,12,original,B,194,6,2026-05-22 17:32:31,
1331,REC-06,gpt-4o,14,original,B,194,6,2026-05-22 17:32:32,
1332,COPY-05,llama-3.3-70b,19,original,B,218,7,2026-05-22 17:32:32,
1333,REC-06,gpt-4o,14,swapped,A,194,6,2026-05-22 17:32:33,
1334,REC-01,llama-3.3-70b,8,swapped,A,206,7,2026-05-22 17:32:33,
1335,REC-06,gpt-4o,15,original,B,194,6,2026-05-22 17:32:34,
1336,REC-01,llama-3.3-70b,9,original,A,206,7,2026-05-22 17:32:34,
1337,COPY-05,llama-3.3-70b,19,swapped,B,218,7,2026-05-22 17:32:35,
1338,REC-06,gpt-4o,15,swapped,A,194,6,2026-05-22 17:32:35,
1339,COPY-05,llama-3.3-70b,20,original,B,218,7,2026-05-22 17:32:37,
1340,REC-06,gpt-4o,13,swapped,A,194,6,2026-05-22 17:32:37,
1341,REC-06,gpt-4o,16,original,B,194,6,2026-05-22 17:32:37,
1342,REC-01,llama-3.3-70b,9,swapped,A,206,7,2026-05-22 17:32:37,
1343,REC-06,gpt-4o,17,original,A,194,6,2026-05-22 17:32:38,
1344,REC-06,gpt-4o,16,swapped,B,194,6,2026-05-22 17:32:38,
1345,COPY-05,llama-3.3-70b,20,swapped,B,218,7,2026-05-22 17:32:39,
1346,REC-01,llama-3.3-70b,10,original,A,206,7,2026-05-22 17:32:39,
1347,REC-06,gpt-4o,17,swapped,A,194,6,2026-05-22 17:32:39,
1348,REC-06,gpt-4o,18,original,B,194,6,2026-05-22 17:32:39,
1349,REC-06,gpt-4o,18,swapped,A,194,6,2026-05-22 17:32:40,
1350,REC-01,llama-3.3-70b,10,swapped,A,206,7,2026-05-22 17:32:41,
1351,REC-06,gpt-4o,19,original,B,194,6,2026-05-22 17:32:41,
1352,COPY-05,llama-3.3-70b,21,original,B,218,7,2026-05-22 17:32:41,
1353,REC-06,gpt-4o,20,original,B,194,6,2026-05-22 17:32:42,
1354,REC-06,gpt-4o,19,swapped,B,194,6,2026-05-22 17:32:42,
1355,COPY-05,llama-3.3-70b,21,swapped,B,218,7,2026-05-22 17:32:43,
1356,UI-06,gpt-4o,1,original,A,204,6,2026-05-22 17:32:43,
1357,REC-06,gpt-4o,20,swapped,B,194,6,2026-05-22 17:32:43,
1358,REC-01,llama-3.3-70b,11,original,A,206,7,2026-05-22 17:32:43,
1359,REC-06,gpt-4o,21,original,A,194,6,2026-05-22 17:32:44,
1360,REC-01,llama-3.3-70b,11,swapped,A,206,7,2026-05-22 17:32:45,
1361,UI-06,gpt-4o,1,swapped,A,204,6,2026-05-22 17:32:45,
1362,COPY-05,llama-3.3-70b,22,original,B,218,7,2026-05-22 17:32:45,
1363,REC-06,gpt-4o,21,swapped,A,194,6,2026-05-22 17:32:45,
1364,UI-06,gpt-4o,2,original,A,204,6,2026-05-22 17:32:46,
1365,REC-01,llama-3.3-70b,12,original,A,206,7,2026-05-22 17:32:47,
1366,REC-06,gpt-4o,22,original,B,194,6,2026-05-22 17:32:47,
1367,COPY-05,llama-3.3-70b,22,swapped,B,218,7,2026-05-22 17:32:47,
1368,UI-06,gpt-4o,2,swapped,A,204,6,2026-05-22 17:32:47,
1369,REC-06,gpt-4o,22,swapped,B,194,6,2026-05-22 17:32:48,
1370,UI-06,gpt-4o,3,original,A,204,6,2026-05-22 17:32:49,
1371,REC-06,gpt-4o,23,original,B,194,6,2026-05-22 17:32:49,
1372,COPY-05,llama-3.3-70b,23,original,B,218,7,2026-05-22 17:32:49,
1373,UI-06,gpt-4o,3,swapped,A,204,6,2026-05-22 17:32:50,
1374,REC-01,llama-3.3-70b,12,swapped,A,206,7,2026-05-22 17:32:50,
1375,REC-06,gpt-4o,23,swapped,A,194,6,2026-05-22 17:32:50,
1376,UI-06,gpt-4o,4,original,A,204,6,2026-05-22 17:32:51,
1377,REC-06,gpt-4o,24,original,B,194,6,2026-05-22 17:32:51,
1378,REC-01,llama-3.3-70b,13,original,A,206,7,2026-05-22 17:32:51,
1379,COPY-05,llama-3.3-70b,23,swapped,B,218,7,2026-05-22 17:32:52,
1380,UI-06,gpt-4o,4,swapped,A,204,6,2026-05-22 17:32:52,
1381,REC-06,gpt-4o,24,swapped,A,194,6,2026-05-22 17:32:53,
1382,REC-01,llama-3.3-70b,13,swapped,A,206,7,2026-05-22 17:32:53,
1383,UI-06,gpt-4o,5,original,A,204,6,2026-05-22 17:32:53,
1384,REC-06,gpt-4o,25,original,B,194,6,2026-05-22 17:32:54,
1385,UI-06,gpt-4o,5,swapped,A,204,6,2026-05-22 17:32:55,
1386,COPY-05,llama-3.3-70b,24,original,B,218,7,2026-05-22 17:32:55,
1387,REC-06,gpt-4o,25,swapped,A,194,6,2026-05-22 17:32:55,
1388,REC-01,llama-3.3-70b,14,original,A,206,7,2026-05-22 17:32:55,
1389,UI-06,gpt-4o,6,original,A,204,6,2026-05-22 17:32:56,
1390,UI-06,gpt-4o,6,swapped,A,204,6,2026-05-22 17:32:56,
1391,COPY-05,llama-3.3-70b,24,swapped,B,218,7,2026-05-22 17:32:57,
