id,test_id,persona_id,persona_type,model,run_number,ab_order,raw_response,parsed_choice,prompt_tokens,completion_tokens,response_time_ms,timestamp,status,error_message
9679,UI-07,D-18,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,273,6,1128,2026-05-22 15:30:50,completed,
9683,REC-02,D-19,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,226,6,1576,2026-05-22 15:30:51,completed,
9684,REC-02,D-11,demographic,gpt-4o,1,original,"{""choice"": ""B""}",B,225,6,1250,2026-05-22 15:30:52,completed,
9687,REC-02,D-17,demographic,gpt-4o,3,original,"{""choice"": ""B""}",B,225,6,1118,2026-05-22 15:30:53,completed,
9692,REC-02,D-11,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,225,6,1403,2026-05-22 15:30:55,completed,
9697,REC-02,D-12,demographic,gpt-4o,1,original,"{""choice"": ""B""}",B,228,6,1150,2026-05-22 15:30:57,completed,
9700,REC-02,D-16,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,226,6,1060,2026-05-22 15:30:58,completed,
9707,REC-02,D-15,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,226,6,1126,2026-05-22 15:31:01,completed,
9719,REC-02,D-09,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,226,6,1127,2026-05-22 15:31:06,completed,
9724,REC-02,D-17,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,225,6,1221,2026-05-22 15:31:09,completed,
9760,UI-07,D-16,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,274,6,1411,2026-05-22 15:31:23,completed,
9768,UI-07,D-17,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,273,6,1139,2026-05-22 15:31:26,completed,
9777,REC-02,D-16,demographic,gpt-4o,1,original,"{""choice"": ""B""}",B,226,6,1221,2026-05-22 15:31:31,completed,
9781,UI-01,D-04,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,280,6,1418,2026-05-22 15:31:34,completed,
9793,UI-07,D-19,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,274,6,1318,2026-05-22 15:31:39,completed,
9800,UI-01,D-01,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,279,6,1102,2026-05-22 15:31:42,completed,
9807,REC-02,D-18,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,225,6,1276,2026-05-22 15:31:45,completed,
9808,REC-02,D-13,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,225,6,1144,2026-05-22 15:31:46,completed,
9812,REC-02,D-18,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,225,6,1142,2026-05-22 15:31:47,completed,
9821,UI-01,D-05,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,281,6,1226,2026-05-22 15:31:51,completed,
9827,REC-02,D-16,demographic,gpt-4o,3,original,"{""choice"": ""B""}",B,226,6,1198,2026-05-22 15:31:55,completed,
9829,REC-03,D-03,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,247,6,1138,2026-05-22 15:31:56,completed,
9832,REC-02,D-14,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,225,6,1733,2026-05-22 15:31:58,completed,
9844,REC-02,D-18,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,225,6,1253,2026-05-22 15:32:03,completed,
9847,UI-01,D-12,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,282,6,1106,2026-05-22 15:32:04,completed,
9851,UI-07,D-17,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,273,6,1228,2026-05-22 15:32:05,completed,
9854,UI-01,D-05,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,281,6,1641,2026-05-22 15:32:07,completed,
9856,REC-02,D-12,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,228,6,1881,2026-05-22 15:32:09,completed,
9860,UI-09,D-01,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,248,6,1113,2026-05-22 15:32:10,completed,
9861,UI-07,D-18,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,273,6,1161,2026-05-22 15:32:10,completed,
9867,UI-01,D-04,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,280,6,1203,2026-05-22 15:32:12,completed,
9869,REC-03,D-05,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,248,6,1112,2026-05-22 15:32:14,completed,
9882,UI-09,D-18,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,248,6,1188,2026-05-22 15:32:19,completed,
9889,REC-02,D-15,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,226,6,1048,2026-05-22 15:32:21,completed,
9891,REC-02,D-19,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,226,6,1221,2026-05-22 15:32:22,completed,
9892,UI-09,D-09,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,249,6,1139,2026-05-22 15:32:23,completed,
9895,REC-03,D-16,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,247,6,1140,2026-05-22 15:32:23,completed,
9896,REC-03,D-01,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,246,6,1922,2026-05-22 15:32:24,completed,
9899,UI-09,D-04,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,249,6,1215,2026-05-22 15:32:26,completed,
9904,UI-09,D-07,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,248,6,1869,2026-05-22 15:32:28,completed,
9905,REC-02,D-20,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,225,6,1171,2026-05-22 15:32:28,completed,
9908,UI-01,D-08,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,280,6,1327,2026-05-22 15:32:29,completed,
9909,REC-03,D-08,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,247,6,1458,2026-05-22 15:32:30,completed,
9911,UI-07,D-17,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,273,6,1431,2026-05-22 15:32:31,completed,
9912,UI-11,D-01,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,296,7,2860,2026-05-22 15:32:31,completed,
9913,UI-11,D-01,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,296,7,1838,2026-05-22 15:32:32,completed,
9915,UI-11,D-01,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,296,7,1849,2026-05-22 15:32:33,completed,
9922,REC-03,D-05,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,248,6,6863,2026-05-22 15:32:37,completed,
9924,UI-11,D-02,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,2709,2026-05-22 15:32:38,completed,
9926,UI-11,D-02,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,1937,2026-05-22 15:32:38,completed,
9928,UI-07,D-20,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,273,6,1196,2026-05-22 15:32:39,completed,
9935,REC-03,D-09,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,247,6,1236,2026-05-22 15:32:43,completed,
9936,UI-11,D-03,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,297,7,1619,2026-05-22 15:32:44,completed,
9937,UI-11,D-03,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,297,7,2648,2026-05-22 15:32:45,completed,
9941,UI-11,D-03,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,297,7,2457,2026-05-22 15:32:46,completed,
9943,REC-03,D-02,demographic,gpt-4o,1,original,"{""choice"": ""B""}",B,246,6,2134,2026-05-22 15:32:47,completed,
9944,REC-03,D-20,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,246,6,1079,2026-05-22 15:32:48,completed,
9945,REC-02,D-13,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,225,6,1283,2026-05-22 15:32:48,completed,
9950,UI-01,D-02,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,279,6,1176,2026-05-22 15:32:50,completed,
9951,UI-11,D-04,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,298,7,1616,2026-05-22 15:32:50,completed,
9952,UI-11,D-04,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,298,7,2266,2026-05-22 15:32:51,completed,
9953,UI-01,D-03,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,280,6,1147,2026-05-22 15:32:51,completed,
9962,UI-09,D-16,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,249,6,1207,2026-05-22 15:32:55,completed,
9963,UI-11,D-05,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,297,7,2558,2026-05-22 15:32:55,completed,
9965,UI-11,D-05,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,297,7,2049,2026-05-22 15:32:56,completed,
9966,REC-03,D-19,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,247,6,1276,2026-05-22 15:32:57,completed,
9967,UI-11,D-05,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,297,7,2105,2026-05-22 15:32:57,completed,
9973,REC-03,D-07,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,246,6,1189,2026-05-22 15:32:59,completed,
9977,UI-09,D-09,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,249,6,1060,2026-05-22 15:33:01,completed,
9978,UI-11,D-06,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,2354,2026-05-22 15:33:01,completed,
9981,UI-11,D-06,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,2310,2026-05-22 15:33:02,completed,
9983,UI-11,D-06,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,296,7,2076,2026-05-22 15:33:03,completed,
9985,UI-09,D-05,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,250,6,1217,2026-05-22 15:33:04,completed,
9990,REC-03,D-06,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,246,6,1355,2026-05-22 15:33:06,completed,
9993,UI-11,D-07,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,2109,2026-05-22 15:33:08,completed,
9994,UI-11,D-07,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,2510,2026-05-22 15:33:08,completed,
9995,REC-03,D-09,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,247,6,1226,2026-05-22 15:33:08,completed,
9998,UI-09,D-06,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,248,6,1663,2026-05-22 15:33:10,completed,
9999,REC-06,D-01,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,1722,2026-05-22 15:33:10,completed,
10000,UI-11,D-07,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,296,7,2892,2026-05-22 15:33:11,completed,
10003,REC-06,D-01,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,270,7,1625,2026-05-22 15:33:12,completed,
10005,REC-06,D-01,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,270,7,2426,2026-05-22 15:33:13,completed,
10008,UI-11,D-08,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,297,7,2455,2026-05-22 15:33:14,completed,
10010,UI-11,D-08,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,297,7,1772,2026-05-22 15:33:15,completed,
10013,REC-03,D-13,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,246,6,1224,2026-05-22 15:33:16,completed,
10014,UI-11,D-08,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,297,7,2060,2026-05-22 15:33:16,completed,
10015,REC-03,D-16,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,247,6,1107,2026-05-22 15:33:17,completed,
10016,UI-09,D-06,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,248,6,1152,2026-05-22 15:33:17,completed,
10018,REC-06,D-02,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,270,7,2133,2026-05-22 15:33:18,completed,
10020,REC-03,D-08,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,247,6,1142,2026-05-22 15:33:19,completed,
10021,REC-06,D-02,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,270,7,1717,2026-05-22 15:33:20,completed,
10023,REC-03,D-07,demographic,gpt-4o,3,swapped,"{""choice"": ""A""}",B,246,6,1205,2026-05-22 15:33:20,completed,
10026,UI-11,D-09,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,297,7,1835,2026-05-22 15:33:22,completed,
10027,UI-09,D-07,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,248,6,1234,2026-05-22 15:33:23,completed,
10028,UI-09,D-01,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,248,6,1084,2026-05-22 15:33:23,completed,
10029,UI-11,D-09,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,297,7,1949,2026-05-22 15:33:24,completed,
10032,REC-06,D-02,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,9079,2026-05-22 15:33:24,completed,
10035,UI-11,D-09,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,297,7,1951,2026-05-22 15:33:26,completed,
10036,REC-06,D-03,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,271,7,2275,2026-05-22 15:33:26,completed,
10037,REC-02,D-20,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,225,6,1222,2026-05-22 15:33:26,completed,
10039,REC-06,D-03,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,271,7,1643,2026-05-22 15:33:27,completed,
10040,REC-03,D-01,demographic,gpt-4o,1,original,"{""choice"": ""B""}",B,246,6,1225,2026-05-22 15:33:27,completed,
10042,REC-03,D-20,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,246,6,1226,2026-05-22 15:33:29,completed,
10044,REC-06,D-03,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,271,7,2845,2026-05-22 15:33:29,completed,
10045,UI-11,D-10,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,298,7,1827,2026-05-22 15:33:29,completed,
10048,REC-06,D-04,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,272,7,1938,2026-05-22 15:33:31,completed,
10049,UI-09,D-05,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,250,6,1311,2026-05-22 15:33:31,completed,
10050,REC-06,D-04,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,272,7,2412,2026-05-22 15:33:32,completed,
10053,UI-09,D-09,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,249,6,1390,2026-05-22 15:33:33,completed,
10054,REC-06,D-04,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,272,7,2422,2026-05-22 15:33:33,completed,
10055,UI-11,D-11,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,296,7,2182,2026-05-22 15:33:34,completed,
10060,UI-11,D-11,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,296,7,2008,2026-05-22 15:33:36,completed,
10061,UI-11,D-11,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,2472,2026-05-22 15:33:36,completed,
10065,REC-06,D-05,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,271,7,2263,2026-05-22 15:33:38,completed,
10068,REC-03,D-12,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,249,6,1272,2026-05-22 15:33:40,completed,
10069,REC-06,D-05,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,271,7,1789,2026-05-22 15:33:40,completed,
10070,UI-01,D-07,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,279,6,1236,2026-05-22 15:33:40,completed,
10071,REC-06,D-05,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,271,7,4467,2026-05-22 15:33:40,completed,
10072,REC-02,D-19,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,226,6,1162,2026-05-22 15:33:41,completed,
10074,UI-11,D-12,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,298,7,1575,2026-05-22 15:33:41,completed,
10076,UI-11,D-12,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,298,7,1862,2026-05-22 15:33:42,completed,
10078,UI-11,D-12,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,298,7,1688,2026-05-22 15:33:43,completed,
10081,REC-06,D-06,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,2066,2026-05-22 15:33:44,completed,
10084,REC-06,D-06,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,270,7,2119,2026-05-22 15:33:45,completed,
10087,REC-06,D-06,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,270,7,2354,2026-05-22 15:33:47,completed,
10088,UI-01,D-03,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,280,6,1280,2026-05-22 15:33:47,completed,
10089,UI-11,D-13,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,296,7,1772,2026-05-22 15:33:47,completed,
10091,UI-11,D-13,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,296,7,1439,2026-05-22 15:33:48,completed,
10093,UI-11,D-13,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,296,7,1457,2026-05-22 15:33:49,completed,
10094,REC-06,D-07,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,1736,2026-05-22 15:33:50,completed,
10095,REC-03,D-15,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,247,6,1833,2026-05-22 15:33:50,completed,
10096,REC-06,D-07,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,270,7,1659,2026-05-22 15:33:50,completed,
10097,REC-03,D-04,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,247,6,2306,2026-05-22 15:33:50,completed,
10099,REC-06,D-07,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,270,7,1697,2026-05-22 15:33:51,completed,
10100,UI-11,D-14,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,1538,2026-05-22 15:33:52,completed,
10101,UI-01,D-07,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,279,6,1580,2026-05-22 15:33:52,completed,
10104,UI-11,D-14,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,1657,2026-05-22 15:33:53,completed,
10105,UI-11,D-14,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,296,7,1505,2026-05-22 15:33:53,completed,
10109,REC-06,D-08,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,271,7,2273,2026-05-22 15:33:55,completed,
10110,REC-06,D-08,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,271,7,2324,2026-05-22 15:33:56,completed,
10114,UI-11,D-15,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,297,7,1861,2026-05-22 15:33:57,completed,
10115,REC-06,D-08,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""B""}",A,271,7,2040,2026-05-22 15:33:57,completed,
10117,UI-11,D-15,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,297,7,2175,2026-05-22 15:34:00,completed,
10119,UI-11,D-15,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,297,7,2791,2026-05-22 15:34:00,completed,
10120,UI-09,D-14,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,248,6,1207,2026-05-22 15:34:01,completed,
10122,REC-06,D-09,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,271,7,1875,2026-05-22 15:34:02,completed,
10126,REC-06,D-09,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,271,7,2249,2026-05-22 15:34:04,completed,
10128,REC-06,D-09,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,271,7,3912,2026-05-22 15:34:04,completed,
10131,UI-11,D-16,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,298,7,1597,2026-05-22 15:34:05,completed,
10134,UI-11,D-16,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,298,7,2667,2026-05-22 15:34:07,completed,
10135,UI-09,D-01,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,248,6,1240,2026-05-22 15:34:07,completed,
10136,UI-01,D-12,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,282,6,1114,2026-05-22 15:34:07,completed,
10137,UI-11,D-16,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,298,7,2783,2026-05-22 15:34:08,completed,
10141,REC-06,D-10,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,272,7,1702,2026-05-22 15:34:10,completed,
10142,REC-06,D-10,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,272,7,3122,2026-05-22 15:34:10,completed,
10145,REC-06,D-10,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,272,7,2294,2026-05-22 15:34:12,completed,
10146,REC-03,D-06,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,246,6,2444,2026-05-22 15:34:12,completed,
10147,UI-11,D-17,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,2351,2026-05-22 15:34:12,completed,
10150,UI-01,D-05,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,281,6,1243,2026-05-22 15:34:14,completed,
10151,UI-11,D-17,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,2402,2026-05-22 15:34:15,completed,
10155,REC-06,D-11,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,2003,2026-05-22 15:34:17,completed,
10156,UI-11,D-17,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,296,7,4689,2026-05-22 15:34:17,completed,
10158,UI-01,D-09,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,280,6,1207,2026-05-22 15:34:18,completed,
10160,REC-06,D-11,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,270,7,1612,2026-05-22 15:34:19,completed,
10161,REC-06,D-11,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,270,7,2156,2026-05-22 15:34:19,completed,
10162,UI-01,D-07,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,279,6,1636,2026-05-22 15:34:19,completed,
10164,UI-11,D-18,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,1535,2026-05-22 15:34:20,completed,
10165,UI-11,D-18,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,1660,2026-05-22 15:34:20,completed,
10169,REC-06,D-12,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,272,7,1812,2026-05-22 15:34:22,completed,
10170,UI-11,D-18,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,296,7,1812,2026-05-22 15:34:22,completed,
10171,UI-01,D-10,demographic,gpt-4o,3,swapped,"{""choice"": ""B""}",A,280,6,1414,2026-05-22 15:34:22,completed,
10174,REC-06,D-12,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,272,7,1829,2026-05-22 15:34:24,completed,
10175,REC-06,D-12,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,272,7,2036,2026-05-22 15:34:24,completed,
10180,UI-11,D-19,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""B""}",A,297,7,2588,2026-05-22 15:34:27,completed,
10184,UI-11,D-19,demographic,llama-3.3-70b,3,original,"{""choice"": ""A""}",A,297,7,1800,2026-05-22 15:34:29,completed,
10186,REC-06,D-13,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,270,7,1734,2026-05-22 15:34:30,completed,
10187,UI-09,D-11,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,248,6,1908,2026-05-22 15:34:31,completed,
10188,UI-11,D-20,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,296,7,1619,2026-05-22 15:34:32,completed,
10189,UI-01,D-02,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,279,6,1141,2026-05-22 15:34:32,completed,
10190,UI-01,D-09,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,280,6,1124,2026-05-22 15:34:33,completed,
10194,UI-11,D-19,demographic,llama-3.3-70b,1,original,"{""choice"": ""A""}",A,297,7,11462,2026-05-22 15:34:35,completed,
10196,UI-11,D-20,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,296,7,4626,2026-05-22 15:34:37,completed,
10198,UI-11,D-20,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,296,7,1747,2026-05-22 15:34:37,completed,
10199,UI-01,D-06,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,279,6,1164,2026-05-22 15:34:38,completed,
10204,REC-03,D-12,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,249,6,1521,2026-05-22 15:34:40,completed,
10205,UI-10,D-01,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,265,6,1307,2026-05-22 15:34:40,completed,
10207,REC-03,D-10,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,247,6,1466,2026-05-22 15:34:41,completed,
10212,REC-06,D-15,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,271,7,3012,2026-05-22 15:34:44,completed,
10216,UI-10,D-01,demographic,gpt-4o,2,swapped,"{""choice"": ""A""}",B,265,6,1318,2026-05-22 15:34:45,completed,
10219,REC-03,D-02,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,246,6,1291,2026-05-22 15:34:46,completed,
10225,UI-01,D-01,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,279,6,1157,2026-05-22 15:34:48,completed,
10231,REC-03,D-17,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,246,6,1187,2026-05-22 15:34:51,completed,
10232,REC-06,D-17,demographic,llama-3.3-70b,2,swapped,"{""choice"": ""A""}",B,270,7,2592,2026-05-22 15:34:51,completed,
10234,REC-06,D-17,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,2860,2026-05-22 15:34:52,completed,
10238,REC-06,D-17,demographic,llama-3.3-70b,3,swapped,"{""choice"": ""A""}",B,270,7,1854,2026-05-22 15:34:53,completed,
10241,REC-03,D-05,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,248,6,1286,2026-05-22 15:34:55,completed,
10243,REC-03,D-03,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,247,6,1711,2026-05-22 15:34:55,completed,
10247,UI-09,D-03,demographic,gpt-4o,3,original,"{""choice"": ""A""}",A,249,6,1294,2026-05-22 15:34:58,completed,
10248,REC-06,D-18,demographic,llama-3.3-70b,3,original,"{""choice"": ""B""}",B,270,7,1702,2026-05-22 15:34:58,completed,
10249,REC-03,D-14,demographic,gpt-4o,1,original,"{""choice"": ""A""}",A,246,6,1176,2026-05-22 15:34:58,completed,
10250,REC-06,D-18,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,270,7,3147,2026-05-22 15:34:58,completed,
10254,REC-04,D-01,demographic,gpt-4o,2,swapped,"{""choice"": ""B""}",A,241,6,1316,2026-05-22 15:35:00,completed,
10260,REC-06,D-19,demographic,llama-3.3-70b,1,original,"{""choice"": ""B""}",B,271,7,2154,2026-05-22 15:35:02,completed,
